set,image,method,condition,lam,time_s,IoU,Dice,Precision,Recall,Accuracy
Vertical,606.jpg,QDA,raw,,0.001,0.3116279069767442,0.475177304964539,0.7127659574468085,0.35638297872340424,0.99322509765625
Vertical,606.jpg,LDA,boxcox,1.7569285521019773,0.001,0.39947780678851175,0.5708955223880597,0.6023622047244095,0.5425531914893617,0.99298095703125
Vertical,606.jpg,QDA,boxcox,1.7569285521019773,0.001,0.3491827637444279,0.5176211453744494,0.6831395348837209,0.4166666666666667,0.993316650390625
Vertical,606.jpg,LDA,histeq,,0.001,0.0,0.0,0.0,0.0,0.99139404296875
Vertical,606.jpg,QDA,histeq,,0.001,0.38823529411764707,0.559322033898305,0.5357142857142857,0.5851063829787234,0.9920654296875
Vertical,606.jpg,LDA,clahe,,0.001,0.25365853658536586,0.4046692607003891,0.29473684210526313,0.6453900709219859,0.9836578369140625
Vertical,606.jpg,QDA,clahe,,0.001,0.35673352435530087,0.5258711721224921,0.6501305483028721,0.44148936170212766,0.9931488037109375
Vertical,607.jpg,LDA,raw,,0.001,0.2668639053254438,0.42129845866417565,0.3294375456537619,0.5841968911917098,0.9810943603515625
Vertical,607.jpg,QDA,raw,,0.001,0.3965317919075145,0.5678807947019867,0.786697247706422,0.44430051813471505,0.992034912109375
Vertical,607.jpg,LDA,boxcox,2.43635880125751,0.001,0.2012448132780083,0.33506044905008636,0.22845030617051343,0.6282383419689119,0.9706268310546875
Vertical,607.jpg,QDA,boxcox,2.43635880125751,0.001,0.276885043263288,0.43368828654404645,0.3462132921174652,0.5803108808290155,0.982147216796875
Vertical,607.jpg,LDA,histeq,,0.001,0.11659095825221717,0.20883378535451375,0.12277904328018223,0.6981865284974094,0.93768310546875
Vertical,607.jpg,QDA,histeq,,0.001,0.09294550317619525,0.17008259406546344,0.09642733263961152,0.7202072538860104,0.917205810546875
Vertical,607.jpg,LDA,clahe,,0.001,0.26833976833976836,0.4231354642313546,0.2995689655172414,0.7202072538860104,0.97686767578125
Vertical,607.jpg,QDA,clahe,,0.001,0.37510105092966856,0.5455614344503233,0.49946178686759957,0.6010362694300518,0.9882049560546875
Vertical,610.jpg,LDA,raw,,0.001,0.30311231393775373,0.4652128764278297,0.6686567164179105,0.35668789808917195,0.9921417236328125
Vertical,610.jpg,QDA,raw,,0.001,0.17708333333333334,0.3008849557522124,0.7300613496932515,0.18949044585987262,0.9915618896484375
Vertical,610.jpg,LDA,boxcox,0.40360884052237483,0.001,0.3010752688172043,0.4628099173553719,0.6588235294117647,0.35668789808917195,0.9920654296875
Vertical,610.jpg,QDA,boxcox,0.40360884052237483,0.001,0.16567164179104477,0.28425096030729835,0.7254901960784313,0.1767515923566879,0.9914703369140625
Vertical,610.jpg,LDA,histeq,,0.001,0.0,0.0,0.0,0.0,0.99041748046875
Vertical,610.jpg,QDA,histeq,,0.001,0.0,0.0,0.0,0.0,0.99041748046875
Vertical,610.jpg,LDA,clahe,,0.001,0.24302496328928047,0.39102185469580625,0.3107981220657277,0.5270700636942676,0.9842681884765625
Vertical,610.jpg,QDA,clahe,,0.001,0.3140161725067385,0.47794871794871796,0.6714697406340058,0.37101910828025475,0.9922332763671875
Horizontal,023.jpg,LDA,raw,,0.001,0.4575892857142857,0.6278713629402757,0.6162324649298597,0.6399583766909469,0.9888763427734375
Horizontal,023.jpg,QDA,raw,,0.001,0.43601895734597157,0.6072607260726073,0.8303249097472925,0.4786680541103018,0.9909210205078125
Horizontal,023.jpg,LDA,boxcox,1.923488075244503,0.001,0.391461214672279,0.5626620570440796,0.4811529933481153,0.6774193548387096,0.98455810546875
Horizontal,023.jpg,QDA,boxcox,1.923488075244503,0.001,0.46635367762128327,0.6360725720384205,0.6527929901423878,0.6201873048907388,0.989593505859375
Horizontal,023.jpg,LDA,histeq,,0.001,0.11504702194357366,0.20635366882204104,0.11929140256785307,0.7637877211238293,0.913848876953125
Horizontal,023.jpg,QDA,histeq,,0.001,0.08607163160886867,0.15850083752093802,0.08811546967756954,0.7877211238293444,0.877349853515625
Horizontal,023.jpg,LDA,clahe,,0.001,0.3254694270582571,0.4911006175081729,0.37723214285714285,0.7034339229968782,0.9786224365234375
Horizontal,023.jpg,QDA,clahe,,0.001,0.4406015037593985,0.6116910229645094,0.6136125654450262,0.6097814776274714,0.9886474609375
Horizontal,024.jpg,LDA,raw,,0.001,0.37211367673179396,0.5423948220064725,0.5843793584379359,0.5060386473429952,0.9892120361328125
Horizontal,024.jpg,QDA,raw,,0.001,0.3426248548199768,0.5103806228373703,0.899390243902439,0.35628019323671495,0.991363525390625
Horizontal,024.jpg,LDA,boxcox,2.291011026833,0.001,0.2848297213622291,0.4433734939759036,0.3688853247794707,0.5555555555555556,0.9823760986328125
Horizontal,024.jpg,QDA,boxcox,2.291011026833,0.001,0.4028230184581976,0.5743034055727554,0.7995689655172413,0.44806763285024154,0.991607666015625
Horizontal,024.jpg,LDA,histeq,,0.001,0.1358592692828146,0.23921848939718846,0.14900563965568417,0.606280193236715,0.9512786865234375
Horizontal,024.jpg,QDA,histeq,,0.001,0.21206743566992015,0.34992679355783307,0.2510504201680672,0.5772946859903382,0.972900390625
Horizontal,024.jpg,LDA,clahe,,0.001,0.24737631184407796,0.39663461538461536,0.29676258992805754,0.5978260869565217,0.977020263671875
Horizontal,024.jpg,QDA,clahe,,0.001,0.34312080536912754,0.5109306683322923,0.5291073738680466,0.4939613526570048,0.9880523681640625
Horizontal,025.jpg,LDA,raw,,0.001,0.24818840579710144,0.397677793904209,0.40773809523809523,0.3881019830028329,0.9936676025390625
Horizontal,025.jpg,QDA,raw,,0.001,0.10027855153203342,0.18227848101265823,0.8571428571428571,0.10198300283286119,0.9950714111328125
Horizontal,025.jpg,LDA,boxcox,0.7489506744793129,0.001,0.24,0.3870967741935484,0.38333333333333336,0.3909348441926346,0.9933319091796875
Horizontal,025.jpg,QDA,boxcox,0.7489506744793129,0.001,0.1557377049180328,0.2695035460992908,0.8142857142857143,0.16147308781869688,0.9952850341796875
Horizontal,025.jpg,LDA,histeq,,0.001,0.0,0.0,0.0,0.0,0.9946136474609375
Horizontal,025.jpg,QDA,histeq,,0.001,0.0,0.0,0.0,0.0,0.9946136474609375
Horizontal,025.jpg,LDA,clahe,,0.001,0.2138728323699422,0.3523809523809524,0.2654232424677188,0.5240793201133145,0.9896240234375
Horizontal,025.jpg,QDA,clahe,,0.001,0.20652173913043478,0.34234234234234234,0.8351648351648352,0.21529745042492918,0.99554443359375
Horizontal,026.jpg,LDA,raw,,0.001,0.240981240981241,0.3883720930232558,0.34791666666666665,0.4394736842105263,0.991973876953125
Horizontal,026.jpg,QDA,raw,,0.001,0.10909090909090909,0.19672131147540983,0.8936170212765957,0.11052631578947368,0.9947662353515625
Horizontal,026.jpg,LDA,boxcox,1.1578029135606995,0.001,0.2511278195488722,0.4014423076923077,0.3694690265486726,0.4394736842105263,0.992401123046875
Horizontal,026.jpg,QDA,boxcox,1.1578029135606995,0.001,0.20707070707070707,0.34309623430962344,0.8367346938775511,0.21578947368421053,0.995208740234375
Horizontal,026.jpg,LDA,histeq,,0.001,0.0,0.0,0.0,0.0,0.99420166015625
Horizontal,026.jpg,QDA,histeq,,0.001,0.0,0.0,0.0,0.0,0.99420166015625
Horizontal,026.jpg,LDA,clahe,,0.001,0.17152658662092624,0.29282576866764276,0.2028397565922921,0.5263157894736842,0.985260009765625
Horizontal,026.jpg,QDA,clahe,,0.001,0.2714285714285714,0.42696629213483145,0.7402597402597403,0.3,0.995330810546875
Horizontal,027.jpg,LDA,raw,,0.001,0.23024054982817868,0.3743016759776536,0.3462532299741602,0.4072948328267477,0.9931640625
Horizontal,027.jpg,QDA,raw,,0.001,0.00909090909090909,0.018018018018018018,0.75,0.00911854103343465,0.9950103759765625
Horizontal,027.jpg,LDA,boxcox,0.5707311983517691,0.001,0.21990369181380418,0.3605263157894737,0.31786542923433875,0.41641337386018235,0.992584228515625
Horizontal,027.jpg,QDA,boxcox,0.5707311983517691,0.001,0.12173913043478261,0.21705426356589147,0.7241379310344828,0.1276595744680851,0.9953765869140625
Horizontal,027.jpg,LDA,histeq,,0.001,0.0,0.0,0.0,0.0,0.9949798583984375
Horizontal,027.jpg,QDA,histeq,,0.001,0.0,0.0,0.0,0.0,0.9949798583984375
Horizontal,027.jpg,LDA,clahe,,0.001,0.12728719172633254,0.22582921665490474,0.14705882352941177,0.48632218844984804,0.9832611083984375
Horizontal,027.jpg,QDA,clahe,,0.001,0.07977207977207977,0.14775725593667546,0.56,0.0851063829787234,0.9950714111328125
Horizontal,028.jpg,LDA,raw,,0.001,0.22105263157894736,0.3620689655172414,0.43388429752066116,0.3106508875739645,0.994354248046875
Horizontal,028.jpg,QDA,raw,,0.001,0.0058997050147492625,0.011730205278592375,0.6666666666666666,0.005917159763313609,0.9948577880859375
Horizontal,028.jpg,LDA,boxcox,0.37197786321523535,0.001,0.21651376146788992,0.3559577677224736,0.3630769230769231,0.34911242603550297,0.9934844970703125
Horizontal,028.jpg,QDA,boxcox,0.37197786321523535,0.001,0.017699115044247787,0.034782608695652174,0.8571428571428571,0.01775147928994083,0.9949188232421875
Horizontal,028.jpg,LDA,histeq,,0.001,0.0,0.0,0.0,0.0,0.994842529296875
Horizontal,028.jpg,QDA,histeq,,0.001,0.0,0.0,0.0,0.0,0.994842529296875
Horizontal,028.jpg,LDA,clahe,,0.001,0.17114093959731544,0.2922636103151863,0.2157968970380818,0.4526627218934911,0.9886932373046875
Horizontal,028.jpg,QDA,clahe,,0.001,0.03735632183908046,0.07202216066481995,0.5652173913043478,0.038461538461538464,0.9948883056640625
Horizontal,029.jpg,LDA,raw,,0.001,0.26497005988023953,0.41893491124260357,0.39420935412026725,0.44696969696969696,0.9925079345703125
Horizontal,029.jpg,QDA,raw,,0.001,0.05472636815920398,0.10377358490566038,0.7857142857142857,0.05555555555555555,0.99420166015625
Horizontal,029.jpg,LDA,boxcox,0.680006689901251,0.001,0.2648809523809524,0.4188235294117647,0.3920704845814978,0.4494949494949495,0.992462158203125
Horizontal,029.jpg,QDA,boxcox,0.680006689901251,0.001,0.1596244131455399,0.27530364372469635,0.6938775510204082,0.1717171717171717,0.994537353515625
Horizontal,029.jpg,LDA,histeq,,0.001,0.0,0.0,0.0,0.0,0.99395751953125
Horizontal,029.jpg,QDA,histeq,,0.001,0.0,0.0,0.0,0.0,0.99395751953125
Horizontal,029.jpg,LDA,clahe,,0.001,0.12292993630573248,0.2189449801474759,0.14118507681053402,0.48737373737373735,0.9789886474609375
Horizontal,029.jpg,QDA,clahe,,0.001,0.1402439024390244,0.24598930481283424,0.41818181818181815,0.17424242424242425,0.9935455322265625
Horizontal,030.jpg,LDA,raw,,0.001,0.07292474786656322,0.13593637020968907,0.08377896613190731,0.36015325670498083,0.9817657470703125
Horizontal,030.jpg,QDA,raw,,0.001,0.011494252873563218,0.022727272727272728,1.0,0.011494252873563218,0.996063232421875
Horizontal,030.jpg,LDA,boxcox,2.420095073143034,0.001,0.15503875968992248,0.2684563758389262,0.3225806451612903,0.22988505747126436,0.9950103759765625
Horizontal,030.jpg,QDA,boxcox,2.420095073143034,0.001,0.0,0.0,0.0,0.0,0.9960174560546875
Horizontal,030.jpg,LDA,histeq,,0.001,0.0,0.0,0.0,0.0,0.9960174560546875
Horizontal,030.jpg,QDA,histeq,,0.001,0.0,0.0,0.0,0.0,0.9960174560546875
Horizontal,030.jpg,LDA,clahe,,0.001,0.07313829787234043,0.13630731102850063,0.08130081300813008,0.421455938697318,0.978729248046875
Horizontal,030.jpg,QDA,clahe,,0.001,0.03731343283582089,0.07194244604316546,0.5882352941176471,0.038314176245210725,0.996063232421875
Horizontal,031.jpg,LDA,raw,,0.001,0.15725806451612903,0.27177700348432055,0.2038327526132404,0.4076655052264808,0.9904327392578125
Horizontal,031.jpg,QDA,raw,,0.001,0.006968641114982578,0.01384083044982699,1.0,0.006968641114982578,0.9956512451171875
Horizontal,031.jpg,LDA,boxcox,0.9559529611722485,0.001,0.15683646112600536,0.2711471610660487,0.203125,0.4076655052264808,0.9904022216796875
Horizontal,031.jpg,QDA,boxcox,0.9559529611722485,0.001,0.17134831460674158,0.29256594724220625,0.46923076923076923,0.21254355400696864,0.9954986572265625
Horizontal,031.jpg,LDA,histeq,,0.001,0.0,0.0,0.0,0.0,0.9956207275390625
Horizontal,031.jpg,QDA,histeq,,0.001,0.0,0.0,0.0,0.0,0.9956207275390625
Horizontal,031.jpg,LDA,clahe,,0.001,0.10189739985945186,0.18494897959183673,0.1131928181108509,0.5052264808362369,0.980499267578125
Horizontal,031.jpg,QDA,clahe,,0.001,0.0749185667752443,0.1393939393939394,0.5348837209302325,0.08013937282229965,0.99566650390625
Horizontal,037.jpg,LDA,raw,,0.001,0.25060827250608275,0.40077821011673154,0.33881578947368424,0.49047619047619045,0.98590087890625
Horizontal,037.jpg,QDA,raw,,0.001,0.2533136966126657,0.40423031727379555,0.7782805429864253,0.273015873015873,0.9922637939453125
Horizontal,037.jpg,LDA,boxcox,1.1511157793888056,0.001,0.24392156862745099,0.3921815889029004,0.3253138075313807,0.4936507936507937,0.98529052734375
Horizontal,037.jpg,QDA,boxcox,1.1511157793888056,0.001,0.2862957937584803,0.4451476793248945,0.6635220125786163,0.3349206349206349,0.991973876953125
Horizontal,037.jpg,LDA,histeq,,0.001,0.1809672386895476,0.30647291941875826,0.9133858267716536,0.18412698412698414,0.9919891357421875
Horizontal,037.jpg,QDA,histeq,,0.001,0.0,0.0,0.0,0.0,0.990386962890625
Horizontal,037.jpg,LDA,clahe,,0.001,0.15441176470588236,0.267515923566879,0.1785334750265675,0.5333333333333333,0.971923828125
Horizontal,037.jpg,QDA,clahe,,0.001,0.26749435665914223,0.42208370436331255,0.48073022312373226,0.3761904761904762,0.9900970458984375
Horizontal,038.jpg,LDA,raw,,0.001,0.20557851239669422,0.34104541559554413,0.2791023842917251,0.43832599118942733,0.9882659912109375
Horizontal,038.jpg,QDA,raw,,0.001,0.19077568134171907,0.3204225352112676,0.7982456140350878,0.20044052863436124,0.994110107421875
Horizontal,038.jpg,LDA,boxcox,1.3409619564115698,0.001,0.2119205298013245,0.34972677595628415,0.2981366459627329,0.42290748898678415,0.989105224609375
Horizontal,038.jpg,QDA,boxcox,1.3409619564115698,0.001,0.2397003745318352,0.3867069486404834,0.6153846153846154,0.28193832599118945,0.993804931640625
Horizontal,038.jpg,LDA,histeq,,0.001,0.0,0.0,0.0,0.0,0.993072509765625
Horizontal,038.jpg,QDA,histeq,,0.001,0.0,0.0,0.0,0.0,0.993072509765625
Horizontal,038.jpg,LDA,clahe,,0.001,0.14255205552589428,0.24953271028037383,0.1583629893238434,0.5881057268722467,0.975494384765625
Horizontal,038.jpg,QDA,clahe,,0.001,0.23186344238975817,0.37644341801385683,0.39563106796116504,0.3590308370044053,0.99176025390625
Horizontal,039.jpg,LDA,raw,,0.001,0.24307304785894207,0.3910840932117528,0.36622390891840606,0.41956521739130437,0.9908294677734375
Horizontal,039.jpg,QDA,raw,,0.001,0.2147239263803681,0.35353535353535354,0.7835820895522388,0.22826086956521738,0.994140625
Horizontal,039.jpg,LDA,boxcox,1.1361280313315822,0.001,0.24189526184538654,0.3895582329317269,0.3619402985074627,0.4217391304347826,0.99072265625
Horizontal,039.jpg,QDA,boxcox,1.1361280313315822,0.001,0.2777777777777778,0.43478260869565216,0.7608695652173914,0.30434782608695654,0.99444580078125
Horizontal,039.jpg,LDA,histeq,,0.001,0.0,0.0,0.0,0.0,0.99298095703125
Horizontal,039.jpg,QDA,histeq,,0.001,0.0,0.0,0.0,0.0,0.99298095703125
Horizontal,039.jpg,LDA,clahe,,0.001,0.13500876680303917,0.23789907312049433,0.15587044534412955,0.5021739130434782,0.9774169921875
Horizontal,039.jpg,QDA,clahe,,0.001,0.24122137404580152,0.3886838868388684,0.4475920679886686,0.34347826086956523,0.9924163818359375
Horizontal,040.jpg,LDA,raw,,0.001,0.19700967458223395,0.32916972814107276,0.3462132921174652,0.3137254901960784,0.9860687255859375
Horizontal,040.jpg,QDA,raw,,0.001,0.17871222076215507,0.3032329988851728,0.7431693989071039,0.19047619047619047,0.9904632568359375
Horizontal,040.jpg,LDA,boxcox,1.4065633870034266,0.001,0.1884904086738949,0.31719298245614036,0.3178621659634318,0.3165266106442577,0.9851531982421875
Horizontal,040.jpg,QDA,boxcox,1.4065633870034266,0.001,0.22962962962962963,0.37349397590361444,0.6595744680851063,0.2605042016806723,0.990478515625
Horizontal,040.jpg,LDA,histeq,,0.001,0.0,0.0,0.0,0.0,0.989105224609375
Horizontal,040.jpg,QDA,histeq,,0.001,0.0,0.0,0.0,0.0,0.989105224609375
Horizontal,040.jpg,LDA,clahe,,0.001,0.14232607541157727,0.24918642491864249,0.18649965205288796,0.3753501400560224,0.9753570556640625
Horizontal,040.jpg,QDA,clahe,,0.001,0.22470588235294117,0.366954851104707,0.5840978593272171,0.26750700280112044,0.9899444580078125
Horizontal,041.jpg,LDA,raw,,0.001,0.3205233033524121,0.4854489164086687,0.465005931198102,0.5077720207253886,0.9873199462890625
Horizontal,041.jpg,QDA,raw,,0.001,0.30649038461538464,0.46918123275068996,0.8095238095238095,0.33031088082901555,0.9911956787109375
Horizontal,041.jpg,LDA,boxcox,1.9068374925230769,0.001,0.2550957381099444,0.406496062992126,0.3277777777777778,0.5349740932642487,0.981597900390625
Horizontal,041.jpg,QDA,boxcox,1.9068374925230769,0.001,0.3658787255909558,0.5357411587659895,0.6391382405745063,0.46113989637305697,0.9905853271484375
Horizontal,041.jpg,LDA,histeq,,0.001,0.11544830849302105,0.20699893955461293,0.12376363175247274,0.6321243523316062,0.9429473876953125
Horizontal,041.jpg,QDA,histeq,,0.001,0.11544830849302105,0.20699893955461293,0.12376363175247274,0.6321243523316062,0.9429473876953125
Horizontal,041.jpg,LDA,clahe,,0.001,0.1885245901639344,0.31724137931034485,0.22037317196167422,0.5660621761658031,0.9712982177734375
Horizontal,041.jpg,QDA,clahe,,0.001,0.33524904214559387,0.5021520803443329,0.5627009646302251,0.4533678756476684,0.989410400390625
Horizontal,043.jpg,LDA,raw,,0.001,0.3645443196004994,0.5343092406221409,0.5509433962264151,0.5186500888099467,0.9922332763671875
Horizontal,043.jpg,QDA,raw,,0.001,0.32153846153846155,0.48661233993015135,0.706081081081081,0.37122557726465366,0.9932708740234375
Horizontal,043.jpg,LDA,boxcox,2.154321901194345,0.001,0.3259779338014042,0.491679273827534,0.4281949934123847,0.5772646536412078,0.98974609375
Horizontal,043.jpg,QDA,boxcox,2.154321901194345,0.001,0.36916548797736914,0.5392561983471075,0.6444444444444445,0.4635879218472469,0.993194580078125
Horizontal,043.jpg,LDA,histeq,,0.001,0.36468885672937773,0.5344644750795334,0.6631578947368421,0.44760213143872113,0.9933013916015625
Horizontal,043.jpg,QDA,histeq,,0.001,0.2314499659632403,0.37589828634604755,0.27287319422150885,0.6039076376554174,0.9827728271484375
Horizontal,043.jpg,LDA,clahe,,0.001,0.2324255858138062,0.3771839671120247,0.2653651482284888,0.6518650088809946,0.98150634765625
Horizontal,043.jpg,QDA,clahe,,0.001,0.36658354114713215,0.5364963503649635,0.551594746716698,0.522202486678508,0.99224853515625
Horizontal,047.jpg,LDA,raw,,0.001,0.22641509433962265,0.36923076923076925,0.28793225123500354,0.5145018915510718,0.978729248046875
Horizontal,047.jpg,QDA,raw,,0.001,0.3141542002301496,0.47810858143607704,0.7822349570200573,0.3442622950819672,0.99090576171875
Horizontal,047.jpg,LDA,boxcox,1.8635791941600792,0.001,0.17734553775743708,0.3012633624878523,0.20270270270270271,0.5863808322824716,0.9670867919921875
Horizontal,047.jpg,QDA,boxcox,1.8635791941600792,0.001,0.30422794117647056,0.4665257223396758,0.5287539936102237,0.41740226986128626,0.9884490966796875
Horizontal,047.jpg,LDA,histeq,,0.001,0.09962706446457112,0.1812015503875969,0.10390813113539545,0.7074401008827238,0.922637939453125
Horizontal,047.jpg,QDA,histeq,,0.001,0.07382302193739217,0.13749569608630782,0.07563131313131313,0.755359394703657,0.8853302001953125
Horizontal,047.jpg,LDA,clahe,,0.001,0.1596774193548387,0.2753824756606398,0.1766595289079229,0.6242118537200504,0.9602508544921875
Horizontal,047.jpg,QDA,clahe,,0.001,0.26353555120678407,0.41713990707279297,0.3531468531468531,0.5094577553593947,0.9827728271484375
Horizontal,048.jpg,LDA,raw,,0.001,0.308252427184466,0.4712430426716141,0.3813813813813814,0.616504854368932,0.9869537353515625
Horizontal,048.jpg,QDA,raw,,0.001,0.4169139465875371,0.5884816753926702,0.8338278931750742,0.4546925566343042,0.9940032958984375
Horizontal,048.jpg,LDA,boxcox,1.7667338393396925,0.001,0.24747174301011302,0.39675727229375296,0.2812711291413117,0.6731391585760518,0.9806976318359375
Horizontal,048.jpg,QDA,boxcox,1.7667338393396925,0.001,0.43951612903225806,0.6106442577030813,0.7218543046357616,0.529126213592233,0.9936370849609375
Horizontal,048.jpg,LDA,histeq,,0.001,0.1713515594917212,0.2925706771860618,0.18358085808580857,0.7200647249190939,0.9671630859375
Horizontal,048.jpg,QDA,histeq,,0.001,0.12237394957983193,0.21806270472625175,0.1274617067833698,0.7540453074433657,0.949005126953125
Horizontal,048.jpg,LDA,clahe,,0.001,0.1686698717948718,0.2886527254028111,0.18312309699869508,0.6812297734627831,0.9683380126953125
Horizontal,048.jpg,QDA,clahe,,0.001,0.3011026293469042,0.46284224250325945,0.3875545851528384,0.5744336569579288,0.9874267578125
Horizontal,049.jpg,LDA,raw,,0.001,0.4032258064516129,0.5747126436781609,0.54421768707483,0.60882800608828,0.990966796875
Horizontal,049.jpg,QDA,raw,,0.001,0.45584045584045585,0.6262230919765166,0.8767123287671232,0.487062404870624,0.994171142578125
Horizontal,049.jpg,LDA,boxcox,1.647690321104283,0.001,0.32474629195940674,0.4902769593400118,0.4,0.6331811263318112,0.9868011474609375
Horizontal,049.jpg,QDA,boxcox,1.647690321104283,0.001,0.46639784946236557,0.6361136571952337,0.7995391705069125,0.528158295281583,0.9939422607421875
Horizontal,049.jpg,LDA,histeq,,0.001,0.2208796520057999,0.3618368962787015,0.24451578384162653,0.69558599695586,0.97540283203125
Horizontal,049.jpg,QDA,histeq,,0.001,0.20568636161705908,0.34119380987472364,0.22508507535245503,0.7047184170471842,0.97271728515625
Horizontal,049.jpg,LDA,clahe,,0.001,0.19913793103448277,0.3321351545650611,0.21741176470588236,0.7031963470319634,0.971649169921875
Horizontal,049.jpg,QDA,clahe,,0.001,0.3287671232876712,0.4948453608247423,0.4112903225806452,0.6210045662100456,0.9872894287109375
Horizontal,071.jpg,LDA,raw,,0.001,0.5188191881918819,0.6831875607385811,0.6563958916900093,0.7122593718338399,0.99005126953125
Horizontal,071.jpg,QDA,raw,,0.001,0.5414634146341464,0.7025316455696202,0.7326732673267327,0.6747720364741642,0.99139404296875
Horizontal,071.jpg,LDA,boxcox,2.480236711740885,0.001,0.3197135636057287,0.4845196297478455,0.3536812674743709,0.7689969604863222,0.9753570556640625
Horizontal,071.jpg,QDA,boxcox,2.480236711740885,0.001,0.4403834631515878,0.6114808652246256,0.5187014820042343,0.7446808510638298,0.985748291015625
Horizontal,071.jpg,LDA,histeq,,0.001,0.09998774659968142,0.18179792803832015,0.10212765957446808,0.8267477203647416,0.8879241943359375
Horizontal,071.jpg,QDA,histeq,,0.001,0.08579116216495912,0.15802516202821196,0.08721725407680168,0.839918946301925,0.865203857421875
Horizontal,071.jpg,LDA,clahe,,0.001,0.33800186741363214,0.5052337752965806,0.3853113358169239,0.7335359675785208,0.978363037109375
Horizontal,071.jpg,QDA,clahe,,0.001,0.38960313024035775,0.5607401448109413,0.46497665110073383,0.7061803444782169,0.98333740234375
Horizontal,072.jpg,LDA,raw,,0.001,0.5108628181253879,0.676253081347576,0.6384794414274632,0.7187772925764192,0.98797607421875
Horizontal,072.jpg,QDA,raw,,0.001,0.5432266848196051,0.7040141155712395,0.7112299465240641,0.6969432314410481,0.9897613525390625
Horizontal,072.jpg,LDA,boxcox,3.213666802063567,0.001,0.20322019147084422,0.3377938517179023,0.21299885974914481,0.8157205240174672,0.944122314453125
Horizontal,072.jpg,QDA,boxcox,3.213666802063567,0.001,0.2965154503616042,0.45740365111561865,0.32225794926759554,0.7877729257641921,0.96734619140625
Horizontal,072.jpg,LDA,histeq,,0.001,0.10688310319384421,0.19312446433672983,0.10837964942283027,0.885589519650655,0.8707122802734375
Horizontal,072.jpg,QDA,histeq,,0.001,0.09313546977421704,0.17040059965020404,0.0941815503590499,0.8934497816593886,0.8480072021484375
Horizontal,072.jpg,LDA,clahe,,0.001,0.3345070422535211,0.5013192612137203,0.3773168578993822,0.7467248908296943,0.9740447998046875
Horizontal,072.jpg,QDA,clahe,,0.001,0.3632404181184669,0.5329073482428115,0.42015113350125943,0.7283842794759825,0.977691650390625
Horizontal,078.jpg,LDA,raw,,0.001,0.2474437627811861,0.39672131147540984,0.27861842105263157,0.6886178861788618,0.960693359375
Horizontal,078.jpg,QDA,raw,,0.001,0.437219730941704,0.608424336973479,0.5847076461769115,0.6341463414634146,0.98468017578125
Horizontal,078.jpg,LDA,boxcox,1.413461306133201,0.001,0.18606124604012672,0.31374643874643876,0.20086639306885545,0.7162601626016261,0.941192626953125
Horizontal,078.jpg,QDA,boxcox,1.413461306133201,0.001,0.3048780487804878,0.4672897196261682,0.35853976531942633,0.6707317073170732,0.9712982177734375
Horizontal,078.jpg,LDA,histeq,,0.001,0.10399913062377744,0.18840437050890835,0.10717885541494009,0.7780487804878049,0.8741912841796875
Horizontal,078.jpg,QDA,histeq,,0.001,0.09539765447915641,0.17417903733693207,0.0979261507334345,0.7869918699186992,0.8599395751953125
Horizontal,078.jpg,LDA,clahe,,0.001,0.15280716029292107,0.2651044607566347,0.1604031431499829,0.7634146341463415,0.920562744140625
Horizontal,078.jpg,QDA,clahe,,0.001,0.20165993719156572,0.33563561694978533,0.217833777562394,0.7308943089430894,0.9456939697265625
Horizontal,080.jpg,LDA,raw,,0.001,0.6337238920020377,0.7758029310882445,0.7174163783160323,0.8445349626612356,0.9890289306640625
Horizontal,080.jpg,QDA,raw,,0.001,0.6352459016393442,0.7769423558897243,0.7213496218731821,0.8418194161575017,0.9891357421875
Horizontal,080.jpg,LDA,boxcox,2.82186584238141,0.001,0.3156192236598891,0.47980330172110996,0.3236199952617863,0.9273591310251188,0.954803466796875
Horizontal,080.jpg,QDA,boxcox,2.82186584238141,0.001,0.41125807443863427,0.5828247602441151,0.42921348314606744,0.9076714188730483,0.970794677734375
Horizontal,080.jpg,LDA,histeq,,0.001,0.11468224981738495,0.20576671035386632,0.11524345485686323,0.9592668024439919,0.83355712890625
Horizontal,080.jpg,QDA,histeq,,0.001,0.11468224981738495,0.20576671035386632,0.11524345485686323,0.9592668024439919,0.83355712890625
Horizontal,080.jpg,LDA,clahe,,0.001,0.42700612310667097,0.5984643179765131,0.44839255499153974,0.8995247793618466,0.972869873046875
Horizontal,080.jpg,QDA,clahe,,0.001,0.45109439124487005,0.6217299080839029,0.47617328519855595,0.8954514596062457,0.9755096435546875
Horizontal,130.jpg,LDA,raw,,0.001,0.4582843713278496,0.628525382755842,0.7027027027027027,0.5685131195335277,0.9929656982421875
Horizontal,130.jpg,QDA,raw,,0.001,0.34545454545454546,0.5135135135135135,0.894927536231884,0.36005830903790087,0.99285888671875
Horizontal,130.jpg,LDA,boxcox,1.0969634966568265,0.001,0.4491428571428571,0.6198738170347003,0.6752577319587629,0.5728862973760933,0.992645263671875
Horizontal,130.jpg,QDA,boxcox,1.0969634966568265,0.001,0.4399460188933873,0.6110590440487348,0.8556430446194225,0.4752186588921283,0.9936676025390625
Horizontal,130.jpg,LDA,histeq,,0.001,0.14263363754889177,0.24965769055225925,0.1479978354978355,0.7973760932944607,0.9498291015625
