set,image,method,condition,lam,fold,IoU,Dice,Precision,Recall,Accuracy
Vertical,017.jpg,QDA,BC,0.7844017986781592,0,0.06580829756795423,0.12348993288590604,0.11246943765281174,0.13690476190476192,0.9900360107421875
Vertical,086.jpg,QDA,BC,2.364642021995318,0,0.04189906135219698,0.08042825434129781,0.04265927977839335,0.7015945330296127,0.8925323486328125
Vertical,089.jpg,QDA,BC,2.2094569432435516,0,0.026143203665438864,0.05095429872176502,0.026401741970604246,0.7275,0.8345947265625
Vertical,090.jpg,QDA,BC,1.9734234767889354,0,0.1495271867612293,0.2601542416452442,0.15992414664981036,0.696969696969697,0.9780426025390625
Vertical,018.jpg,SVM,noBC,,1,0.011467318143291619,0.022674619214275153,0.011518429487179488,0.7210031347962382,0.6974639892578125
Vertical,019.jpg,SVM,noBC,,1,0.021974668090950708,0.04300433029714798,0.022002648466945097,0.9452954048140044,0.7066192626953125
Vertical,021.jpg,SVM,noBC,,1,0.03711979241747153,0.07158245882271179,0.03734048723897912,0.8626465661641541,0.7961578369140625
Vertical,087.jpg,SVM,noBC,,1,0.10912052117263844,0.19676945668135096,0.1145788798631894,0.6961038961038961,0.96661376953125
Vertical,091.jpg,SVM,noBC,,1,0.06785009861932939,0.12707794606575545,0.06932688432083838,0.7610619469026548,0.927886962890625
Vertical,018.jpg,LightGBM,noBC,,1,0.009479758197472064,0.018781472576328086,0.009528631927821765,0.6489028213166145,0.6699676513671875
Vertical,019.jpg,LightGBM,noBC,,1,0.01819019111213447,0.03573043871551334,0.018242275897104327,0.8643326039387309,0.6746826171875
Vertical,021.jpg,LightGBM,noBC,,1,0.02841082666340808,0.05525190114068441,0.028641823221435173,0.7788944723618091,0.757354736328125
Vertical,087.jpg,LightGBM,noBC,,1,0.032415983064302725,0.06279636037421504,0.03302777028848746,0.6363636363636364,0.8884124755859375
Vertical,091.jpg,LightGBM,noBC,,1,0.034037940379403796,0.06583499318586854,0.034554858589193355,0.6946902654867256,0.8640289306640625
Vertical,018.jpg,KNN,noBC,,1,0.008167796677372031,0.01620324851535769,0.008204556316711804,0.64576802507837,0.6183013916015625
Vertical,019.jpg,KNN,noBC,,1,0.015666416109506667,0.030849530635297783,0.01570431472081218,0.8665207877461707,0.6203460693359375
Vertical,021.jpg,KNN,noBC,,1,0.022336193260796625,0.04369637582633973,0.02247732973181555,0.7805695142378559,0.6887664794921875
Vertical,087.jpg,KNN,noBC,,1,0.02553234433343425,0.04979334776618776,0.025877058402372918,0.6571428571428571,0.8526611328125
Vertical,091.jpg,KNN,noBC,,1,0.028239484396200814,0.05492783505154639,0.028527370855821126,0.7367256637168141,0.8251495361328125
Vertical,018.jpg,LDA,noBC,,1,0.025268210050818748,0.04929092661434669,0.025777649769585253,0.5611285266457681,0.8946380615234375
Vertical,019.jpg,LDA,noBC,,1,0.06127488810001543,0.1154741128563118,0.061847639819286496,0.8687089715536105,0.907196044921875
Vertical,021.jpg,LDA,noBC,,1,0.1161155948971622,0.20807091205971542,0.12086720867208672,0.7470686767169179,0.9481964111328125
Vertical,087.jpg,LDA,noBC,,1,0.2555309734513274,0.40704845814977975,0.308,0.6,0.9897308349609375
Vertical,091.jpg,LDA,noBC,,1,0.14306712395884372,0.2503214744963566,0.15523657628920787,0.6460176991150443,0.9733123779296875
Vertical,018.jpg,QDA,noBC,,1,0.06441297396071266,0.12103004291845494,0.07011437095972153,0.44200626959247646,0.96875
Vertical,019.jpg,QDA,noBC,,1,0.1880252100840336,0.3165340406719717,0.19833795013850417,0.7833698030634574,0.976409912109375
Vertical,021.jpg,QDA,noBC,,1,0.314785373608903,0.4788391777509069,0.37464522232734154,0.6633165829145728,0.986846923828125
Vertical,087.jpg,QDA,noBC,,1,0.3161189358372457,0.4803804994054697,0.44298245614035087,0.5246753246753246,0.9933319091796875
Vertical,091.jpg,QDA,noBC,,1,0.23004291845493563,0.3740404745289602,0.273190621814475,0.5929203539823009,0.9863128662109375
Vertical,018.jpg,SVM,BC,1.057373064941097,1,0.06296785557023338,0.11847555923777962,0.06825775656324583,0.4482758620689655,0.967529296875
Vertical,019.jpg,SVM,BC,1.5941022981400503,1,0.06161506145946787,0.11607797156675949,0.06220546654099906,0.8665207877461707,0.9079742431640625
Vertical,021.jpg,SVM,BC,2.945328260543171,1,0.01863477169100641,0.03658773921505028,0.018655111963748222,0.9447236180904522,0.546783447265625
Vertical,087.jpg,SVM,BC,1.905632008501226,1,0.10850202429149798,0.19576333089846604,0.11389715257118573,0.6961038961038961,0.966400146484375
Vertical,091.jpg,SVM,BC,2.0971587002133107,1,0.10339150477444847,0.18740674425544612,0.1083132114522249,0.6946902654867256,0.9584503173828125
Vertical,018.jpg,LightGBM,BC,1.057373064941097,1,0.0130956711531466,0.02585278276481149,0.013229457592238718,0.5642633228840125,0.7930145263671875
Vertical,019.jpg,LightGBM,BC,1.5941022981400503,1,0.022977789964354265,0.04492334083842608,0.023025773479144914,0.9168490153172867,0.7281494140625
Vertical,021.jpg,LightGBM,BC,2.945328260543171,1,0.014609074336641685,0.028797444663489134,0.014616475833417773,0.966499162479062,0.4061431884765625
Vertical,087.jpg,LightGBM,BC,1.905632008501226,1,0.022337030846375932,0.043697978596908445,0.022492540739040626,0.7636363636363637,0.80364990234375
Vertical,091.jpg,LightGBM,BC,2.0971587002133107,1,0.029576405714763138,0.0574535421569423,0.02982057113975234,0.7831858407079646,0.8227691650390625
Vertical,018.jpg,KNN,BC,1.057373064941097,1,0.010381430071153622,0.020549526668205958,0.010467509556012937,0.5579937304075235,0.7410888671875
Vertical,019.jpg,KNN,BC,1.5941022981400503,1,0.020342346812205408,0.03987357160223681,0.02038989456932564,0.8971553610503282,0.6987152099609375
Vertical,021.jpg,KNN,BC,2.945328260543171,1,0.014948386253756697,0.0294564461724644,0.0149581589958159,0.9581239530988275,0.4248504638671875
