set,image,method,condition,lam,IoU,Dice,Precision,Recall,Accuracy
Vertical,600.jpg,QDA,noBC,,0.30138713745271123,0.4631782945736434,0.9372549019607843,0.3075933075933076,0.991546630859375
Vertical,600.jpg,SVM,BC,0.18337149251004187,0.32271468144044324,0.48795811518324606,0.411297440423654,0.5997425997425997,0.985076904296875
Vertical,600.jpg,LightGBM,BC,0.18337149251004187,0.23793911007025761,0.38441165342413924,0.2722400857449089,0.6537966537966537,0.9751739501953125
Vertical,600.jpg,KNN,BC,0.18337149251004187,0.17867623084447343,0.3031811894882434,0.19309372797744892,0.7052767052767053,0.9615631103515625
Vertical,600.jpg,LDA,BC,0.18337149251004187,0.41496598639455784,0.5865384615384616,0.7770700636942676,0.47104247104247104,0.99212646484375
Vertical,600.jpg,QDA,BC,0.18337149251004187,0.1558109833971903,0.2696132596685083,0.953125,0.15701415701415702,0.9899139404296875
Vertical,602.jpg,SVM,noBC,,0.47879359095193214,0.6475462077756533,0.5805714285714285,0.7319884726224783,0.9915618896484375
Vertical,602.jpg,LightGBM,noBC,,0.3396704689480355,0.5070955534531694,0.37746478873239436,0.7723342939481268,0.984100341796875
Vertical,602.jpg,KNN,noBC,,0.27099609375,0.42643104110641566,0.29072812991094815,0.7997118155619597,0.9772186279296875
Vertical,602.jpg,LDA,noBC,,0.5389221556886228,0.7003891050583657,0.7614213197969543,0.6484149855907781,0.9941253662109375
Vertical,602.jpg,QDA,noBC,,0.4845360824742268,0.6527777777777778,0.8209606986899564,0.5417867435158501,0.993896484375
Vertical,602.jpg,SVM,BC,1.570649740227008,0.4756554307116105,0.6446700507614214,0.5759637188208617,0.7319884726224783,0.991455078125
Vertical,602.jpg,LightGBM,BC,1.570649740227008,0.3396704689480355,0.5070955534531694,0.37746478873239436,0.7723342939481268,0.984100341796875
Vertical,602.jpg,KNN,BC,1.570649740227008,0.27099609375,0.42643104110641566,0.29072812991094815,0.7997118155619597,0.9772186279296875
Vertical,602.jpg,LDA,BC,1.570649740227008,0.5408163265306123,0.7019867549668874,0.7172932330827068,0.6873198847262247,0.9938201904296875
Vertical,602.jpg,QDA,BC,1.570649740227008,0.5333333333333333,0.6956521739130435,0.8076190476190476,0.6109510086455331,0.9943389892578125
Vertical,603.jpg,SVM,noBC,,0.37828371278458844,0.5489199491740788,0.48924122310305773,0.6251808972503617,0.989166259765625
Vertical,603.jpg,LightGBM,noBC,,0.2519893899204244,0.4025423728813559,0.28460155781905333,0.6874095513748191,0.978485107421875
Vertical,603.jpg,KNN,noBC,,0.22494226327944572,0.36726998491704377,0.24834268230494647,0.7047756874095513,0.974395751953125
Vertical,603.jpg,LDA,noBC,,0.46442953020134226,0.6342804766269478,0.865,0.5007235890014472,0.9939117431640625
Vertical,603.jpg,QDA,noBC,,0.33712660028449504,0.5042553191489362,0.9518072289156626,0.3429811866859624,0.992889404296875
Vertical,603.jpg,SVM,BC,0.23565483405454543,0.3913840513290559,0.5625823451910409,0.5163240628778718,0.61794500723589,0.9898681640625
Vertical,603.jpg,LightGBM,BC,0.23565483405454543,0.2519893899204244,0.4025423728813559,0.28460155781905333,0.6874095513748191,0.978485107421875
Vertical,603.jpg,KNN,BC,0.23565483405454543,0.22504621072088724,0.36740852508487365,0.24846938775510205,0.7047756874095513,0.9744110107421875
Vertical,603.jpg,LDA,BC,0.23565483405454543,0.45231607629427795,0.6228893058161351,0.8853333333333333,0.4804630969609262,0.993865966796875
Vertical,603.jpg,QDA,BC,0.23565483405454543,0.27793696275071633,0.4349775784753363,0.9651741293532339,0.28075253256150506,0.9923095703125
Vertical,604.jpg,SVM,noBC,,0.45346320346320346,0.62397617274758,0.5893108298171589,0.6629746835443038,0.9922943115234375
Vertical,604.jpg,LightGBM,noBC,,0.36647493837304845,0.5363800360793747,0.4325897187196896,0.7056962025316456,0.9882354736328125
Vertical,604.jpg,KNN,noBC,,0.2932475884244373,0.4535057185479861,0.3306744017403916,0.7215189873417721,0.9832305908203125
Vertical,604.jpg,LDA,noBC,,0.5020689655172413,0.6685032139577594,0.7964989059080962,0.5759493670886076,0.9944915771484375
Vertical,604.jpg,QDA,noBC,,0.3816568047337278,0.5524625267665952,0.8543046357615894,0.40822784810126583,0.993621826171875
Vertical,604.jpg,SVM,BC,0.7112354863469851,0.4578313253012048,0.628099173553719,0.597997138769671,0.6613924050632911,0.9924468994140625
Vertical,604.jpg,LightGBM,BC,0.7112354863469851,0.35645933014354064,0.5255731922398589,0.41814780168381666,0.7072784810126582,0.9876861572265625
Vertical,604.jpg,KNN,BC,0.7112354863469851,0.29381443298969073,0.4541832669322709,0.3313953488372093,0.7215189873417721,0.9832763671875
Vertical,604.jpg,LDA,BC,0.7112354863469851,0.4937062937062937,0.6610486891385767,0.8096330275229358,0.5585443037974683,0.994476318359375
Vertical,604.jpg,QDA,BC,0.7112354863469851,0.39941262848751835,0.5708289611752361,0.8473520249221184,0.43037974683544306,0.9937591552734375
Vertical,606.jpg,SVM,noBC,,0.3866822429906542,0.5577085088458298,0.5313001605136437,0.5868794326241135,0.9919891357421875
Vertical,606.jpg,LightGBM,noBC,,0.36670293797606096,0.5366242038216561,0.4869942196531792,0.5975177304964538,0.991119384765625
Vertical,606.jpg,KNN,noBC,,0.22084073416222616,0.3617846750727449,0.24899866488651534,0.6613475177304965,0.97991943359375
Vertical,606.jpg,LDA,noBC,,0.391008174386921,0.5621939275220372,0.6280087527352297,0.5088652482269503,0.9931793212890625
Vertical,606.jpg,QDA,noBC,,0.3116279069767442,0.475177304964539,0.7127659574468085,0.35638297872340424,0.99322509765625
Vertical,606.jpg,SVM,BC,1.756928608164034,0.38354577056778677,0.5544388609715243,0.5253968253968254,0.5868794326241135,0.99188232421875
Vertical,606.jpg,LightGBM,BC,1.756928608164034,0.36670293797606096,0.5366242038216561,0.4869942196531792,0.5975177304964538,0.991119384765625
Vertical,606.jpg,KNN,BC,1.756928608164034,0.22342995169082125,0.36525172754195456,0.253077975376197,0.6560283687943262,0.980377197265625
Vertical,606.jpg,LDA,BC,1.756928608164034,0.39947780678851175,0.5708955223880597,0.6023622047244095,0.5425531914893617,0.99298095703125
Vertical,606.jpg,QDA,BC,1.756928608164034,0.3491827637444279,0.5176211453744494,0.6831395348837209,0.4166666666666667,0.993316650390625
Vertical,607.jpg,SVM,noBC,,0.2828154724159797,0.44092931290163123,0.3565147881694644,0.5777202072538861,0.9827423095703125
Vertical,607.jpg,LightGBM,noBC,,0.19741100323624594,0.32972972972972975,0.2230347349177331,0.6321243523316062,0.9697265625
Vertical,607.jpg,KNN,noBC,,0.16313823163138233,0.28051391862955033,0.1767881241565452,0.6787564766839378,0.958984375
Vertical,607.jpg,LDA,noBC,,0.2668639053254438,0.42129845866417565,0.3294375456537619,0.5841968911917098,0.9810943603515625
Vertical,607.jpg,QDA,noBC,,0.3965317919075145,0.5678807947019867,0.786697247706422,0.44430051813471505,0.992034912109375
Vertical,607.jpg,SVM,BC,2.4363590328925375,0.2773993808049536,0.4343189529810955,0.3470178156467854,0.5803108808290155,0.9821929931640625
Vertical,607.jpg,LightGBM,BC,2.4363590328925375,0.19741100323624594,0.32972972972972975,0.2230347349177331,0.6321243523316062,0.9697265625
Vertical,607.jpg,KNN,BC,2.4363590328925375,0.1657179000632511,0.28431904503526856,0.17982155113246398,0.6787564766839378,0.959747314453125
Vertical,607.jpg,LDA,BC,2.4363590328925375,0.2012448132780083,0.33506044905008636,0.22845030617051343,0.6282383419689119,0.9706268310546875
Vertical,607.jpg,QDA,BC,2.4363590328925375,0.276885043263288,0.43368828654404645,0.3462132921174652,0.5803108808290155,0.982147216796875
Vertical,610.jpg,SVM,noBC,,0.2994350282485876,0.4608695652173913,0.5076628352490421,0.42197452229299365,0.99053955078125
Vertical,610.jpg,LightGBM,noBC,,0.1862803075103489,0.3140578265204387,0.22859216255442671,0.5015923566878981,0.97900390625
Vertical,610.jpg,KNN,noBC,,0.15660377358490565,0.2707993474714519,0.18201754385964913,0.5286624203821656,0.97271728515625
Vertical,610.jpg,LDA,noBC,,0.30311231393775373,0.4652128764278297,0.6686567164179105,0.35668789808917195,0.9921417236328125
Vertical,610.jpg,QDA,noBC,,0.17708333333333334,0.3008849557522124,0.7300613496932515,0.18949044585987262,0.9915618896484375
Vertical,610.jpg,SVM,BC,0.40360884625388754,0.29654403567447046,0.45743766122098023,0.497196261682243,0.42356687898089174,0.9903717041015625
Vertical,610.jpg,LightGBM,BC,0.40360884625388754,0.1862803075103489,0.3140578265204387,0.22859216255442671,0.5015923566878981,0.97900390625
Vertical,610.jpg,KNN,BC,0.40360884625388754,0.15779467680608364,0.27257799671592775,0.1836283185840708,0.5286624203821656,0.97296142578125
Vertical,610.jpg,LDA,BC,0.40360884625388754,0.3010752688172043,0.4628099173553719,0.6588235294117647,0.35668789808917195,0.9920654296875
Vertical,610.jpg,QDA,BC,0.40360884625388754,0.16567164179104477,0.28425096030729835,0.7254901960784313,0.1767515923566879,0.9914703369140625
Horizontal,023.jpg,SVM,noBC,,0.42655935613682094,0.5980253878702397,0.5454545454545454,0.6618106139438086,0.9869537353515625
Horizontal,023.jpg,LightGBM,noBC,,0.3799303944315545,0.5506515342580917,0.4619181946403385,0.6815816857440167,0.9836883544921875
Horizontal,023.jpg,KNN,noBC,,0.284472049689441,0.44294003868471954,0.3208780943484353,0.7148803329864725,0.9736328125
Horizontal,023.jpg,LDA,noBC,,0.4575892857142857,0.6278713629402757,0.6162324649298597,0.6399583766909469,0.9888763427734375
Horizontal,023.jpg,QDA,noBC,,0.43601895734597157,0.6072607260726073,0.8303249097472925,0.4786680541103018,0.9909210205078125
Horizontal,023.jpg,SVM,BC,1.9234880090090036,0.423841059602649,0.5953488372093023,0.5382674516400336,0.6659729448491155,0.986724853515625
Horizontal,023.jpg,LightGBM,BC,1.9234880090090036,0.3799303944315545,0.5506515342580917,0.4619181946403385,0.6815816857440167,0.9836883544921875
Horizontal,023.jpg,KNN,BC,1.9234880090090036,0.2843543046357616,0.4427972929423139,0.32072829131652664,0.7148803329864725,0.9736175537109375
Horizontal,023.jpg,LDA,BC,1.9234880090090036,0.391461214672279,0.5626620570440796,0.4811529933481153,0.6774193548387096,0.98455810546875
Horizontal,023.jpg,QDA,BC,1.9234880090090036,0.46635367762128327,0.6360725720384205,0.6527929901423878,0.6201873048907388,0.989593505859375
Horizontal,024.jpg,SVM,noBC,,0.3582842724978974,0.5275541795665635,0.5412960609911055,0.5144927536231884,0.9883575439453125
Horizontal,024.jpg,LightGBM,noBC,,0.34,0.5074626865671642,0.48358862144420134,0.533816425120773,0.986907958984375
Horizontal,024.jpg,KNN,noBC,,0.20416666666666666,0.3391003460207612,0.2376333656644035,0.5917874396135265,0.970855712890625
Horizontal,024.jpg,LDA,noBC,,0.37211367673179396,0.5423948220064725,0.5843793584379359,0.5060386473429952,0.9892120361328125
Horizontal,024.jpg,QDA,noBC,,0.3426248548199768,0.5103806228373703,0.899390243902439,0.35628019323671495,0.991363525390625
Horizontal,024.jpg,SVM,BC,2.2910108026470906,0.3607809847198642,0.5302557704304429,0.5483870967741935,0.5132850241545893,0.9885101318359375
Horizontal,024.jpg,LightGBM,BC,2.2910108026470906,0.34,0.5074626865671642,0.48358862144420134,0.533816425120773,0.986907958984375
Horizontal,024.jpg,KNN,BC,2.2910108026470906,0.20425177157148813,0.33921772239529246,0.23774866569626396,0.5917874396135265,0.9708709716796875
Horizontal,024.jpg,LDA,BC,2.2910108026470906,0.2848297213622291,0.4433734939759036,0.3688853247794707,0.5555555555555556,0.9823760986328125
Horizontal,024.jpg,QDA,BC,2.2910108026470906,0.4028230184581976,0.5743034055727554,0.7995689655172413,0.44806763285024154,0.991607666015625
Horizontal,025.jpg,SVM,noBC,,0.23442622950819672,0.3798140770252324,0.3575,0.40509915014164305,0.9928741455078125
Horizontal,025.jpg,LightGBM,noBC,,0.18137847642079807,0.3070624360286592,0.2403846153846154,0.42492917847025496,0.9896697998046875
Horizontal,025.jpg,KNN,noBC,,0.14157851912123678,0.248039914468995,0.1657142857142857,0.49291784702549574,0.9839019775390625
Horizontal,025.jpg,LDA,noBC,,0.24818840579710144,0.397677793904209,0.40773809523809523,0.3881019830028329,0.9936676025390625
Horizontal,025.jpg,QDA,noBC,,0.10027855153203342,0.18227848101265823,0.8571428571428571,0.10198300283286119,0.9950714111328125
Horizontal,025.jpg,SVM,BC,0.7489506756402784,0.23355263157894737,0.37866666666666665,0.35768261964735515,0.40226628895184136,0.992889404296875
Horizontal,025.jpg,LightGBM,BC,0.7489506756402784,0.18137847642079807,0.3070624360286592,0.2403846153846154,0.42492917847025496,0.9896697998046875
Horizontal,025.jpg,KNN,BC,0.7489506756402784,0.14157851912123678,0.248039914468995,0.1657142857142857,0.49291784702549574,0.9839019775390625
Horizontal,025.jpg,LDA,BC,0.7489506756402784,0.24,0.3870967741935484,0.38333333333333336,0.3909348441926346,0.9933319091796875
Horizontal,025.jpg,QDA,BC,0.7489506756402784,0.1557377049180328,0.2695035460992908,0.8142857142857143,0.16147308781869688,0.9952850341796875
Horizontal,026.jpg,SVM,noBC,,0.24074074074074073,0.3880597014925373,0.34419551934826886,0.44473684210526315,0.9918670654296875
Horizontal,026.jpg,LightGBM,noBC,,0.17966436327739388,0.30460251046025105,0.2233128834355828,0.4789473684210526,0.9873199462890625
Horizontal,026.jpg,KNN,noBC,,0.15561015561015562,0.2693125442948264,0.1842870999030068,0.5,0.9842681884765625
Horizontal,026.jpg,LDA,noBC,,0.240981240981241,0.3883720930232558,0.34791666666666665,0.4394736842105263,0.991973876953125
Horizontal,026.jpg,QDA,noBC,,0.10909090909090909,0.19672131147540983,0.8936170212765957,0.11052631578947368,0.9947662353515625
Horizontal,026.jpg,SVM,BC,1.1578028034358894,0.24,0.3870967741935484,0.3442622950819672,0.4421052631578947,0.99188232421875
Horizontal,026.jpg,LightGBM,BC,1.1578028034358894,0.19386637458926614,0.3247706422018349,0.24929577464788732,0.46578947368421053,0.98876953125
Horizontal,026.jpg,KNN,BC,1.1578028034358894,0.15510204081632653,0.26855123674911663,0.18357487922705315,0.5,0.9842071533203125
Horizontal,026.jpg,LDA,BC,1.1578028034358894,0.2511278195488722,0.4014423076923077,0.3694690265486726,0.4394736842105263,0.992401123046875
Horizontal,026.jpg,QDA,BC,1.1578028034358894,0.20707070707070707,0.34309623430962344,0.8367346938775511,0.21578947368421053,0.995208740234375
Horizontal,027.jpg,SVM,noBC,,0.22185970636215335,0.36315086782376504,0.3238095238095238,0.4133738601823708,0.9927215576171875
Horizontal,027.jpg,LightGBM,noBC,,0.16507936507936508,0.28337874659400547,0.20207253886010362,0.47416413373860183,0.9879608154296875
Horizontal,027.jpg,KNN,noBC,,0.13784461152882205,0.2422907488986784,0.15972894482090996,0.5015197568389058,0.9842529296875
Horizontal,027.jpg,LDA,noBC,,0.23024054982817868,0.3743016759776536,0.3462532299741602,0.4072948328267477,0.9931640625
Horizontal,027.jpg,QDA,noBC,,0.00909090909090909,0.018018018018018018,0.75,0.00911854103343465,0.9950103759765625
Horizontal,027.jpg,SVM,BC,0.5707311921903575,0.2173228346456693,0.35705045278137126,0.3108108108108108,0.4194528875379939,0.9924163818359375
Horizontal,027.jpg,LightGBM,BC,0.5707311921903575,0.16507936507936508,0.28337874659400547,0.20207253886010362,0.47416413373860183,0.9879608154296875
Horizontal,027.jpg,KNN,BC,0.5707311921903575,0.13738551207327226,0.24158125915080528,0.15911282545805208,0.5015197568389058,0.98419189453125
Horizontal,027.jpg,LDA,BC,0.5707311921903575,0.21990369181380418,0.3605263157894737,0.31786542923433875,0.41641337386018235,0.992584228515625
Horizontal,027.jpg,QDA,BC,0.5707311921903575,0.12173913043478261,0.21705426356589147,0.7241379310344828,0.1276595744680851,0.9953765869140625
Horizontal,028.jpg,SVM,noBC,,0.1963276836158192,0.3282172373081464,0.2730844793713163,0.41124260355029585,0.9913177490234375
Horizontal,028.jpg,LightGBM,noBC,,0.1875,0.3157894736842105,0.2478920741989882,0.4349112426035503,0.9902801513671875
Horizontal,028.jpg,KNN,noBC,,0.13941908713692946,0.24471959213401312,0.16231884057971013,0.4970414201183432,0.9841766357421875
Horizontal,028.jpg,LDA,noBC,,0.22105263157894736,0.3620689655172414,0.43388429752066116,0.3106508875739645,0.994354248046875
Horizontal,028.jpg,QDA,noBC,,0.0058997050147492625,0.011730205278592375,0.6666666666666666,0.005917159763313609,0.9948577880859375
Horizontal,028.jpg,SVM,BC,0.3719778795901283,0.19577464788732393,0.32744405182567726,0.2720156555772994,0.41124260355029585,0.9912872314453125
Horizontal,028.jpg,LightGBM,BC,0.3719778795901283,0.1875,0.3157894736842105,0.2478920741989882,0.4349112426035503,0.9902801513671875
Horizontal,028.jpg,KNN,BC,0.3719778795901283,0.13955408753096615,0.24492753623188407,0.16218809980806143,0.5,0.984100341796875
Horizontal,028.jpg,LDA,BC,0.3719778795901283,0.21651376146788992,0.3559577677224736,0.3630769230769231,0.34911242603550297,0.9934844970703125
Horizontal,028.jpg,QDA,BC,0.3719778795901283,0.017699115044247787,0.034782608695652174,0.8571428571428571,0.01775147928994083,0.9949188232421875
Horizontal,029.jpg,SVM,noBC,,0.22287047841306884,0.36450381679389315,0.2929447852760736,0.4823232323232323,0.989837646484375
Horizontal,029.jpg,LightGBM,noBC,,0.1700404858299595,0.2906574394463668,0.2001906577693041,0.5303030303030303,0.9843597412109375
Horizontal,029.jpg,KNN,noBC,,0.16140350877192983,0.27794561933534745,0.18268467037331215,0.5808080808080808,0.9817657470703125
Horizontal,029.jpg,LDA,noBC,,0.26497005988023953,0.41893491124260357,0.39420935412026725,0.44696969696969696,0.9925079345703125
Horizontal,029.jpg,QDA,noBC,,0.05472636815920398,0.10377358490566038,0.7857142857142857,0.05555555555555555,0.99420166015625
Horizontal,029.jpg,SVM,BC,0.6800065572792487,0.22287047841306884,0.36450381679389315,0.2929447852760736,0.4823232323232323,0.989837646484375
Horizontal,029.jpg,LightGBM,BC,0.6800065572792487,0.19460500963391136,0.3258064516129032,0.23933649289099526,0.51010101010101,0.98724365234375
Horizontal,029.jpg,KNN,BC,0.6800065572792487,0.16129032258064516,0.2777777777777778,0.18253968253968253,0.5808080808080808,0.98175048828125
Horizontal,029.jpg,LDA,BC,0.6800065572792487,0.2648809523809524,0.4188235294117647,0.3920704845814978,0.4494949494949495,0.992462158203125
Horizontal,029.jpg,QDA,BC,0.6800065572792487,0.1596244131455399,0.27530364372469635,0.6938775510204082,0.1717171717171717,0.994537353515625
Horizontal,030.jpg,SVM,noBC,,0.14888888888888888,0.25918762088974856,0.26171875,0.2567049808429119,0.9941558837890625
Horizontal,030.jpg,LightGBM,noBC,,0.09603340292275574,0.17523809523809525,0.11660329531051965,0.3524904214559387,0.986785888671875
Horizontal,030.jpg,KNN,noBC,,0.08935361216730038,0.16404886561954624,0.10621468926553672,0.36015325670498083,0.985382080078125
Horizontal,030.jpg,LDA,noBC,,0.07292474786656322,0.13593637020968907,0.08377896613190731,0.36015325670498083,0.9817657470703125
Horizontal,030.jpg,QDA,noBC,,0.011494252873563218,0.022727272727272728,1.0,0.011494252873563218,0.996063232421875
Horizontal,030.jpg,SVM,BC,2.4200951184383714,0.14285714285714285,0.25,0.23411371237458195,0.2681992337164751,0.99359130859375
Horizontal,030.jpg,LightGBM,BC,2.4200951184383714,0.10065645514223195,0.18290258449304175,0.12348993288590604,0.3524904214559387,0.987457275390625
Horizontal,030.jpg,KNN,BC,2.4200951184383714,0.09064609450337512,0.16622458001768348,0.10804597701149425,0.36015325670498083,0.9856109619140625
Horizontal,030.jpg,LDA,BC,2.4200951184383714,0.15503875968992248,0.2684563758389262,0.3225806451612903,0.22988505747126436,0.9950103759765625
Horizontal,030.jpg,QDA,BC,2.4200951184383714,0.0,0.0,0.0,0.0,0.9960174560546875
Horizontal,031.jpg,SVM,noBC,,0.19073083778966132,0.3203592814371258,0.28083989501312334,0.37282229965156793,0.993072509765625
Horizontal,031.jpg,LightGBM,noBC,,0.19244604316546762,0.32277526395173456,0.2845744680851064,0.37282229965156793,0.9931488037109375
Horizontal,031.jpg,KNN,noBC,,0.15756035578144853,0.2722283205268935,0.1987179487179487,0.43205574912891986,0.9898834228515625
Horizontal,031.jpg,LDA,noBC,,0.15725806451612903,0.27177700348432055,0.2038327526132404,0.4076655052264808,0.9904327392578125
Horizontal,031.jpg,QDA,noBC,,0.006968641114982578,0.01384083044982699,1.0,0.006968641114982578,0.9956512451171875
Horizontal,031.jpg,SVM,BC,0.955952953394874,0.19073083778966132,0.3203592814371258,0.28083989501312334,0.37282229965156793,0.993072509765625
Horizontal,031.jpg,LightGBM,BC,0.955952953394874,0.19244604316546762,0.32277526395173456,0.2845744680851064,0.37282229965156793,0.9931488037109375
Horizontal,031.jpg,KNN,BC,0.955952953394874,0.15776081424936386,0.2725274725274725,0.19903691813804172,0.43205574912891986,0.989898681640625
Horizontal,031.jpg,LDA,BC,0.955952953394874,0.15683646112600536,0.2711471610660487,0.203125,0.4076655052264808,0.9904022216796875
Horizontal,031.jpg,QDA,BC,0.955952953394874,0.17134831460674158,0.29256594724220625,0.46923076923076923,0.21254355400696864,0.9954986572265625
Horizontal,037.jpg,SVM,noBC,,0.25207296849087896,0.40264900662251657,0.34545454545454546,0.48253968253968255,0.986236572265625
Horizontal,037.jpg,LightGBM,noBC,,0.2293644996347699,0.3731431966726084,0.2981956315289649,0.4984126984126984,0.9839019775390625
Horizontal,037.jpg,KNN,noBC,,0.16488122962272939,0.28308676529388244,0.18920363442009622,0.5619047619047619,0.9726409912109375
Horizontal,037.jpg,LDA,noBC,,0.25060827250608275,0.40077821011673154,0.33881578947368424,0.49047619047619045,0.98590087890625
Horizontal,037.jpg,QDA,noBC,,0.2533136966126657,0.40423031727379555,0.7782805429864253,0.273015873015873,0.9922637939453125
Horizontal,037.jpg,SVM,BC,1.151115696635073,0.2529118136439268,0.4037184594953519,0.3470319634703196,0.48253968253968255,0.986297607421875
Horizontal,037.jpg,LightGBM,BC,1.151115696635073,0.2293644996347699,0.3731431966726084,0.2981956315289649,0.4984126984126984,0.9839019775390625
Horizontal,037.jpg,KNN,BC,1.151115696635073,0.16290842153704557,0.28017411950929955,0.18661043753294676,0.5619047619047619,0.9722442626953125
Horizontal,037.jpg,LDA,BC,1.151115696635073,0.24392156862745099,0.3921815889029004,0.3253138075313807,0.4936507936507937,0.98529052734375
Horizontal,037.jpg,QDA,BC,1.151115696635073,0.2862957937584803,0.4451476793248945,0.6635220125786163,0.3349206349206349,0.991973876953125
Horizontal,038.jpg,SVM,noBC,,0.20764462809917356,0.3438836612489307,0.2811188811188811,0.44273127753303965,0.9882965087890625
Horizontal,038.jpg,LightGBM,noBC,,0.15223463687150837,0.2642424242424242,0.18227424749163879,0.4801762114537445,0.981475830078125
Horizontal,038.jpg,KNN,noBC,,0.15652768284347232,0.2706855791962175,0.18497576736672053,0.5044052863436124,0.981170654296875
Horizontal,038.jpg,LDA,noBC,,0.20557851239669422,0.34104541559554413,0.2791023842917251,0.43832599118942733,0.9882659912109375
Horizontal,038.jpg,QDA,noBC,,0.19077568134171907,0.3204225352112676,0.7982456140350878,0.20044052863436124,0.994110107421875
Horizontal,038.jpg,SVM,BC,1.3409620097909778,0.20557851239669422,0.34104541559554413,0.2791023842917251,0.43832599118942733,0.9882659912109375
Horizontal,038.jpg,LightGBM,BC,1.3409620097909778,0.13816189896530737,0.2427807486631016,0.16031073446327684,0.5,0.9783935546875
Horizontal,038.jpg,KNN,BC,1.3409620097909778,0.15706447187928668,0.2714878482513337,0.18572587185725872,0.5044052863436124,0.9812469482421875
Horizontal,038.jpg,LDA,BC,1.3409620097909778,0.2119205298013245,0.34972677595628415,0.2981366459627329,0.42290748898678415,0.989105224609375
Horizontal,038.jpg,QDA,BC,1.3409620097909778,0.2397003745318352,0.3867069486404834,0.6153846153846154,0.28193832599118945,0.993804931640625
Horizontal,039.jpg,SVM,noBC,,0.28205128205128205,0.44,0.4794871794871795,0.40652173913043477,0.99273681640625
Horizontal,039.jpg,LightGBM,noBC,,0.2,0.3333333333333333,0.2639593908629442,0.45217391304347826,0.9873046875
Horizontal,039.jpg,KNN,noBC,,0.18174133558748942,0.30758226037195996,0.22921108742004265,0.4673913043478261,0.9852294921875
Horizontal,039.jpg,LDA,noBC,,0.24307304785894207,0.3910840932117528,0.36622390891840606,0.41956521739130437,0.9908294677734375
Horizontal,039.jpg,QDA,noBC,,0.2147239263803681,0.35353535353535354,0.7835820895522388,0.22826086956521738,0.994140625
Horizontal,039.jpg,SVM,BC,1.136128011299933,0.28703703703703703,0.4460431654676259,0.49732620320855614,0.4043478260869565,0.992950439453125
Horizontal,039.jpg,LightGBM,BC,1.136128011299933,0.1933395004625347,0.324031007751938,0.25180722891566265,0.4543478260869565,0.9866943359375
Horizontal,039.jpg,KNN,BC,1.136128011299933,0.18174133558748942,0.30758226037195996,0.22921108742004265,0.4673913043478261,0.9852294921875
Horizontal,039.jpg,LDA,BC,1.136128011299933,0.24189526184538654,0.3895582329317269,0.3619402985074627,0.4217391304347826,0.99072265625
Horizontal,039.jpg,QDA,BC,1.136128011299933,0.2777777777777778,0.43478260869565216,0.7608695652173914,0.30434782608695654,0.99444580078125
Horizontal,040.jpg,SVM,noBC,,0.24107142857142858,0.38848920863309355,0.542713567839196,0.3025210084033613,0.9896240234375
Horizontal,040.jpg,LightGBM,noBC,,0.15314730694354314,0.26561620709060213,0.22201317027281278,0.33053221288515405,0.9800872802734375
Horizontal,040.jpg,KNN,noBC,,0.09837092731829573,0.1791215059897319,0.11246418338108882,0.43977591036414565,0.956085205078125
Horizontal,040.jpg,LDA,noBC,,0.19700967458223395,0.32916972814107276,0.3462132921174652,0.3137254901960784,0.9860687255859375
Horizontal,040.jpg,QDA,noBC,,0.17871222076215507,0.3032329988851728,0.7431693989071039,0.19047619047619047,0.9904632568359375
Horizontal,040.jpg,SVM,BC,1.4065632303085458,0.24107142857142858,0.38848920863309355,0.542713567839196,0.3025210084033613,0.9896240234375
Horizontal,040.jpg,LightGBM,BC,1.4065632303085458,0.15314730694354314,0.26561620709060213,0.22201317027281278,0.33053221288515405,0.9800872802734375
Horizontal,040.jpg,KNN,BC,1.4065632303085458,0.09781931464174455,0.1782065834279228,0.11174377224199289,0.43977591036414565,0.955810546875
Horizontal,040.jpg,LDA,BC,1.4065632303085458,0.1884904086738949,0.31719298245614036,0.3178621659634318,0.3165266106442577,0.9851531982421875
Horizontal,040.jpg,QDA,BC,1.4065632303085458,0.22962962962962963,0.37349397590361444,0.6595744680851063,0.2605042016806723,0.990478515625
Horizontal,041.jpg,SVM,noBC,,0.2920611798980335,0.45208568207440814,0.4001996007984032,0.5194300518134715,0.98516845703125
Horizontal,041.jpg,LightGBM,noBC,,0.21920563097033685,0.3595876288659794,0.2637628554143981,0.5647668393782384,0.9763031005859375
Horizontal,041.jpg,KNN,noBC,,0.17882528993640104,0.30339574738178354,0.20092475830180748,0.6191709844559585,0.9665069580078125
Horizontal,041.jpg,LDA,noBC,,0.3205233033524121,0.4854489164086687,0.465005931198102,0.5077720207253886,0.9873199462890625
Horizontal,041.jpg,QDA,noBC,,0.30649038461538464,0.46918123275068996,0.8095238095238095,0.33031088082901555,0.9911956787109375
Horizontal,041.jpg,SVM,BC,1.9068374898226934,0.2924872355944566,0.4525959367945824,0.401,0.5194300518134715,0.985198974609375
Horizontal,041.jpg,LightGBM,BC,1.9068374898226934,0.21854636591478696,0.35870012340600577,0.2628089210367691,0.5647668393782384,0.9762115478515625
Horizontal,041.jpg,KNN,BC,1.9068374898226934,0.17985611510791366,0.3048780487804878,0.20264505119453924,0.6152849740932642,0.966949462890625
